,alcoholic,cocktail_name,glass,ingredients,ingredients_and_quantities,instructions,cocktail_picture,popular_month_name,visitors,popular_month_no,popular_season_name,alcohol_type_includes,liqueurs_includes
217,Alcoholic,Kiss me Quick,Highball glass,"Ice, Apple Juice, Schweppes Russchian, Apfelkorn, Cranberry Vodka, ","Ice - cubes, Apple juice - 8 cl , Schweppes Russchian - 7 cl , Apfelkorn - 2 cl , Cranberry vodka - 4 cl ,",mix in the glass,https://www.hollyscheatday.com/wp-content/uploads/2017/02/Kiss-Me-Quick-Cocktail-farbth-HollysCheatDay.com_-640x1024.jpg,,,,,['vodka'],
218,Alcoholic,Kool-Aid Shot,Old-fashioned glass,"Cranberry Juice, Triple Sec, Sloe Gin, Amaretto, Vodka, ","Cranberry juice, Triple sec - 1 shot , Sloe gin - 1 shot , Amaretto - 1 shot , Vodka - 1 shot ,",Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,http://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,,,,,"['gin', 'vodka']",['liqueurs']
219,Alcoholic,Kool First Aid,Shot glass,"Kool-Aid, 151 Proof Rum,","Kool-Aid - 1/2 tsp Tropical , 151 proof rum - 2 oz light ,","Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",http://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,,,,,['rum'],
220,Alcoholic,Kentucky B And B,Brandy snifter,"Benedictine, Bourbon, ","Benedictine - 1/2 oz , Bourbon - 2 oz ,",Pour the bourbon and Benedictine into a brandy snifter.,http://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,,,,,['whiskey'],['liqueurs']
221,Alcoholic,Kentucky Colonel,Cocktail glass,"Lemon Peel, Benedictine, Bourbon, ","Lemon peel - 1 twist of , Benedictine - 1/2 oz , Bourbon - 3 oz ,",In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,https://www.binnys.com/globalassets/blog/kentucky-colonel-blog-hero-4-16-2021.jpg,,,,,['whiskey'],['liqueurs']
222,Alcoholic,Kool-Aid Slammer,Shot glass,"Vodka, Kool-Aid, ","Vodka - 1/2 oz , Kool-Aid - 1/2 oz Grape ,","Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",http://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,,,,,['vodka'],
223,Non alcoholic,Kiwi Papaya Smoothie,Highball Glass,"Papaya, Kiwi, ","Papaya - 1/2 , Kiwi - 3 ,",Throw everything into a blender and liquify.,http://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,,,,,,
224,Non alcoholic,Kill the cold Smoothie,Highball glass,"Water, Lemon, Ginger, ","Water - 1 cup hot , Lemon - 1/4 , Ginger - 1 inch ,",Juice ginger and lemon and add it to hot water. You may add cardomom.,http://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,,,,,['gin'],
225,Non alcoholic,Limeade,Highball glass,"Lime Peel, Soda Water, Sugar, Lime, ","Lime peel, Soda water -  (seltzer water)
, Sugar - 1 tblsp , Lime - Juice of 1 ,","In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",http://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,,,,,,
226,Alcoholic,Lunch Box,Pint glass,"Orange Juice, Amaretto, Beer, ","Orange juice - 1 oz , Amaretto - 1 shot , Beer - 3/4 bottle ,",Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,https://www.foodandwine.com/thmb/kqtNDWdSiuGj7zrJ9_XQ8_zG3tg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201409-xl-ednas-lunchbox-2000-9cb9fbff0e3542feaf66164371d9c8d6.jpg,,,,,['beer'],['liqueurs']
227,Alcoholic,Lemon Drop,Cocktail glass,"Lemon, Cointreau, Vodka, ","Lemon - Juice of 1 wedge , Cointreau - 1 1/2 shot , Vodka - 1 1/2 shot ,",Shake and strain into a chilled cocktail glass rimmed with sugar.,http://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,Oktober,1.0,10.0,Autumn,['vodka'],['liqueurs']
228,Alcoholic,Lemon Shot,Shot glass,"151 Proof Rum, Sugar, Lemon, Absolut Citron, Galliano,","151 proof rum, Sugar - Bacardi , Lemon -  wedge
, Absolut Citron - 1/2 oz , Galliano - 1/2 oz ,","Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",https://britneybreaksbread.com/wp-content/uploads/2022/07/lemon-drop-shot-4.jpg,,,,,"['rum', 'vodka']",['liqueurs']
229,Alcoholic,Long vodka,Highball glass,"Ice, Tonic Water, Angostura Bitters, Lime, Vodka, ","Ice - 4 , Tonic water - 1 dl Schweppes , Angostura bitters - 4 dashes , Lime - 1/2 , Vodka - 5 cl ,","Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",http://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,,,,,['vodka'],
230,Non alcoholic,Lassi Khara,Highball Glass,"Asafoetida, Salt, Water, Yoghurt, ","Asafoetida - 1 pinch , Salt - 1 tsp , Water - 2 cups cold , Yoghurt - 1 cup ,",Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,http://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,,,,,,
231,Non alcoholic,Lassi Raita,Highball Glass,"Salt, Lime, Sugar, Ice, Yoghurt, ","Salt, Lime, Sugar, Ice - 4-6 , Yoghurt - 2 cups ,","Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",http://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,,,,,,
232,Non alcoholic,Lemouroudji,Highball Glass,"Cayenne Pepper, Sugar, Lemon, Water, Ginger, ","Cayenne pepper - ground , Sugar - 1 cup , Lemon - 1 lb , Water - 1 gal , Ginger - 2 pieces ,","Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",http://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,,,,,['gin'],
233,Alcoholic,Loch Lomond,Cocktail glass,"Lemon Peel, Dry Vermouth, Drambuie, Scotch, ","Lemon peel - 1 twist of , Dry Vermouth - 1/2 oz , Drambuie - 1/2 oz , Scotch - 2 oz ,","In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",http://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,,,,,"['whiskey', 'wine']",['liqueurs']
234,Alcoholic,London Town,Cocktail glass,"Orange Bitters, Maraschino Liqueur, Gin, ","Orange bitters - 2 dashes , Maraschino liqueur - 1/2 oz , Gin - 1 1/2 oz ,","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://mixthatdrink.com/wp-content/uploads/2012/08/london-town.jpg,,,,,['gin'],['liqueurs']
235,Non alcoholic,Lassi - Mango,Highball glass,"Water, Sugar, Yoghurt, Mango, ","Water - 1 cup iced , Sugar - 1/2 cup , Yoghurt - 2 cups , Mango - 2 ,",Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,http://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,,,,,,
236,Non alcoholic,Lassi - Sweet,Highball glass,"Lemon Juice, Salt, Sugar, Water, Yoghurt, ","Lemon juice - 2 tblsp , Salt - pinch , Sugar - 4 tblsp , Water - 2 cups cold , Yoghurt - 1 cup ,",Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,http://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,,,,,,
237,Alcoholic,Limona Corona,Beer Glass,"Bacardi Limon, Corona, ","Bacardi Limon - 1 oz , Corona - 1 bottle ,","Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",https://www.offtheeatenpathblog.com/wp-content/uploads/2018/06/IMG_3159-1.jpg,,,,,"['beer', 'rum']",
238,Alcoholic,Lord And Lady,Old-fashioned glass,"Tia Maria, Dark Rum, ","Tia maria - 1/2 oz , Dark rum - 1 1/2 oz ,",Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,http://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,,,,,['rum'],['liqueurs']
239,Alcoholic,Lady Love Fizz,Cocktail glass,"Carbonated Water, Egg White, Lemon, Powdered Sugar, Light Cream, Gin, ","Carbonated water, Egg white - 1 , Lemon - Juice of 1/2, Powdered sugar - 1 tsp , Light cream - 2 tsp , Gin - 2 oz ,","Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",http://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,,,,,['gin'],
240,Alcoholic,Long Island Tea,Highball glass,"Coca-Cola, Lemon, Tequila, Gin, Light Rum, Vodka, ","Coca-Cola - 1 splash , Lemon - Juice of 1/2 , Tequila - 1/2 oz , Gin - 1/2 oz , Light rum - 1/2 oz , Vodka - 1/2 oz ,",Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,http://www.thecocktaildb.com/images/media/drink/ywxwqs1439906072.jpg,,,,,"['gin', 'rum', 'tequila', 'vodka']",
241,Alcoholic,Lone Tree Cooler,Collins glass,"Lemon Peel, Orange Spiral, Powdered Sugar, Dry Vermouth, Gin, Carbonated Water, ","Lemon peel, Orange spiral, Powdered sugar, Dry Vermouth, Gin, Carbonated water, ","Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",http://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,,,,,"['gin', 'wine']",['liqueurs']
242,Alcoholic,Lone Tree Cocktail,Cocktail glass,"Gin, Sweet Vermouth, ","Gin - 1 1/2 oz , Sweet Vermouth - 3/4 oz ,","Stir ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,,,,,"['gin', 'wine']",['liqueurs']
243,Alcoholic,Lazy Coconut Paloma,Highball glass,"Soda Water, Grapefruit Juice, Coconut Liqueur, ","Soda Water - Top, Grapefruit Juice - 75 ml, Coconut Liqueur - 30 ml,",Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg,,,,,,
244,Alcoholic,Long Island Iced Tea,Highball glass,"Lemon Peel, Coca-Cola, Gin, Light Rum, Tequila, Vodka, ","Lemon peel - Twist of , Coca-Cola - 1 dash , Gin - 1/2 oz , Light rum - 1/2 oz , Tequila - 1/2 oz , Vodka - 1/2 oz ,",Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,http://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,,,,,"['gin', 'rum', 'tequila', 'vodka']",
245,Alcoholic,Lemon Elderflower Spritzer,Highball glass,"Fresh Lemon Juice, Soda Water, Vodka, Elderflower Cordial, ","Fresh Lemon Juice - Top, Soda Water - 1/3 cup, Vodka - 1 shot, Elderflower cordial - 2 tsp,","Pour all ingredients over ice, stir and enjoy!

",https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg,,,,,['vodka'],
246,Non alcoholic,Lassi - A South Indian Drink,Highball Glass,"Mint, Salt, Cumin Seed, Water, Yoghurt, ","Mint - 1/4 tsp dried , Salt - 1/4 tsp , Cumin seed - 1/2 tsp ground roasted , Water - 1 1/4 cup cold , Yoghurt - 1/2 cup plain ,","Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",http://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,,,,,,
247,Non alcoholic,Melya,Coffee mug,"Cocoa Powder, Honey, Espresso, ","Cocoa powder, Honey - Unsweetened , Espresso, ","Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",https://nomoneynotime.com.au/imager/uploads/recipes/11344/pexels-lisa-228183_461122a663362b265b24d0ffaf0f7f5f.webp,,,,,,
248,Alcoholic,Mojito,Highball glass,"Soda Water, Mint, Sugar, Lime, Light Rum, ","Soda water, Mint - 2-4 , Sugar - 2 tsp , Lime - Juice of 1 , Light rum - 2-3 oz ,",Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,http://www.thecocktaildb.com/images/media/drink/rxtqps1478251029.jpg,September,185.0,9.0,Autumn,['rum'],
249,Alcoholic,Mimosa,Champagne flute,"Orange Juice, Champagne, ","Orange juice - 2 oz , Champagne - Chilled ,","Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",http://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,,,,,['wine'],
250,Alcoholic,Mai Tai,Collins glass,"Cherry, Sweet And Sour, Triple Sec, Orgeat Syrup, Light Rum, ","Cherry - 1 , Sweet and sour - 1 1/2 oz , Triple sec - 1/2 oz , Orgeat syrup - 1/2 oz , Light rum - 1 oz ,",Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,http://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,September,4340.0,9.0,Autumn,"['beer', 'rum']",['liqueurs']
251,Alcoholic,Martini,Cocktail glass,"Olive, Dry Vermouth, Gin, ","Olive - 1 , Dry Vermouth - 1/3 oz , Gin - 1 2/3 oz ,","Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",http://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,,,,,"['gin', 'wine']",['liqueurs']
252,Alcoholic,Michelada,Pint glass,"Soy Sauce, Worcestershire Sauce, Hot Sauce, Lime Juice, Tomato Juice, Beer, ","Soy Sauce - Dash, Worcestershire Sauce - Dash, Hot Sauce - Dash, Lime Juice - 1 tblsp, Tomato Juice - 4 oz, Beer - 4 oz,","Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.

Served In a chilled, salt-rimmed glass

",https://www.thecocktaildb.com/images/media/drink/u736bd1605907086.jpg,,,,,['beer'],
253,Alcoholic,Manhattan,Cocktail glass,"Orange Peel, Maraschino Cherry, Ice, Angostura Bitters, Bourbon, Sweet Vermouth, ","Orange peel - 1 twist of , Maraschino cherry - 1 , Ice - 2 or 3 , Angostura bitters - dash , Bourbon - 2 1/2 oz Blended , Sweet Vermouth - 3/4 oz ,","Stirred over ice, strained into a chilled glass, garnished, and served up.",http://www.thecocktaildb.com/images/media/drink/ec2jtz1504350429.jpg,,,,,"['whiskey', 'wine']",['liqueurs']
254,Alcoholic,Margarita,Cocktail glass,"Salt, Lime Juice, Triple Sec, Tequila, ","Salt, Lime juice - 1 oz , Triple sec - 1/2 oz , Tequila - 1 1/2 oz ,","Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",http://www.thecocktaildb.com/images/media/drink/wpxpvu1439905379.jpg,,,,,['tequila'],['liqueurs']
255,Alcoholic,Mauresque,Collins glass,"Water, Orgeat Syrup, Ricard, ","- ,  - ,  - ,  - , Water - Full Glass, Orgeat Syrup - 1 cl, Ricard - 3 cl,","1 - Pour the Ricard (or pastis)

2 - Pour the orgeat syrup

3 - Finally pour the water and add ice cubes at your convenience.



Add the ice cubes at the end, otherwise the syrup and pastis do not mix well.",https://www.thecocktaildb.com/images/media/drink/duwfa11686236556.jpg,,,,,,
256,Alcoholic,Mint Julep,Collins glass,"Water, Powdered Sugar, Bourbon, Mint, ","Water - 2 tsp , Powdered sugar - 1 tsp , Bourbon - 2 1/2 oz , Mint - 4 fresh ,","In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg,,,,,['whiskey'],
257,Alcoholic,Mudslinger,Punch bowl,"Pepsi Cola, Orange Juice, Southern Comfort, ","Pepsi Cola - 750 ml , Orange juice - 1 L , Southern Comfort - 750 ml ,",Add all contents to a large jug or punch bowl. Stir well!,http://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,,,,,,['liqueurs']
258,Alcoholic,Martinez 2,Cocktail glass,"Angostura Bitters, Maraschino Liqueur, Sweet Vermouth, Gin, ","Angostura Bitters - 2 dashes, Maraschino Liqueur - 1 tsp, Sweet Vermouth - 1 1/2 oz, Gin - 1 1/2 oz,","Add all ingredients to a mixing glass and fill with ice.



Stir until chilled, and strain into a chilled coupe glass.",https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg,,,,,"['gin', 'wine']",['liqueurs']
259,Alcoholic,Moranguito,Shot glass,"Grenadine, Tequila, Absinthe, ","Grenadine - 1/5 , Tequila - 2/5 , Absinthe - 2/5 ,","first you put rhe absinthe, then put tequila, then put the Granadine syrup.",http://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,,,,,['tequila'],['liqueurs']
260,Alcoholic,Miami Vice,Cocktail glass,"Daiquiri Mix, Pina Colada Mix, 151 Proof Rum,","Daiquiri mix - frozen , Pina colada mix - frozen , 151 proof rum - 5 oz Bacardi ,","First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",https://assets-prd.punchdrink.com/wp-content/uploads/2021/03/03102541/Article2-Miami-Vice-Cocktail-Recipe.jpg,,,,,['rum'],
261,Alcoholic,Moscow Mule,Copper Mug,"Ginger Ale, Lime Juice, Vodka, ","Ginger ale - 8 oz , Lime juice - 2 oz , Vodka - 2 oz ,",Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,http://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,,,,,"['beer', 'gin', 'vodka']",
262,Alcoholic,Mulled Wine,Collins Glass,"Brandy, Red Wine, Lemon Peel, Cinnamon, Cloves, Sugar, Water, ","Brandy - 1/4 cup , Red wine - 750 ml , Lemon peel - 1 , Cinnamon - 2 , Cloves - 12 , Sugar - 1 cup , Water - 3 cups ,","Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",http://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,,,,,"['brandy', 'wine']",
263,Non alcoholic,Masala Chai,Coffee Mug,"Milk, Sugar, Black Pepper, Cinnamon, Cloves, Cardamom, Ginger, Tea, Water, ","Milk - to taste, Sugar -  to taste
, Black pepper - 1-2 whole , Cinnamon - 1 piece , Cloves - 3 , Cardamom - 3-4 crushed , Ginger - 1 chunk dried , Tea - 3-4 tsp , Water - 2 cups ,",Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,http://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,,,,,['gin'],
264,Alcoholic,Munich Mule,Highball glass,"Lemon, Cucumber, Ginger Beer, Lime Juice, Gin, ","lemon - Chopped, Cucumber - Chopped, Ginger Beer - 10 cl, Lime Juice - 2 cl, Gin - 5 cl,","Fill glass with ice

Pour Gin and Lime Juice

Fill glass with Ginger Beer

Garnish with Cucumer and Lime slice",https://www.gourmet-magazin.de/fileadmin/user_upload/rezepte/drinks/cocktails/munich-mule-3.jpg,,,,,"['beer', 'gin']",
265,Alcoholic,Mocha-Berry,Irish coffee cup,"Whipped Cream, Cocoa Powder, Chambord Raspberry Liqueur, Coffee, ","Whipped cream, Cocoa powder - 2 tblsp , Chambord raspberry liqueur - 2 oz , Coffee - 6 oz ,","pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",http://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,,,,,,['liqueurs']
266,Alcoholic,Mango Mojito,Jar,"Mango, Soda Water, Ice, White Rum, Mint, Mango, Lime, ","Mango - Garnish with, Soda Water - Top, Ice - cubes, White Rum - 200 ml, Mint - Sprig, Mango - 1 Fresh, Lime - 3,","Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.

Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.

Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg,,,,,['rum'],
267,Alcoholic,Mojito Extra,Collins glass,"Angostura Bitters, Club Soda, Dark Rum, Lemon Juice, Mint, ","Angostura bitters - 8 drops , Club soda - 1/8 L , Dark rum - 1/8 L Jamaican , Lemon juice - 3 cl , Mint - 1/2 handful ,","Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,,,,,['rum'],
268,Alcoholic,Monkey Gland,Cocktail glass,"Grenadine, Orange Juice, Benedictine, Gin, ","Grenadine - 1 tsp , Orange juice - 1/2 oz , Benedictine - 1 tsp , Gin - 2 oz ,","Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",https://opendrinks.io/img/monkey-gland.723991bb.jpg,,,,,['gin'],['liqueurs']
269,Alcoholic,Midnight Mint,Cocktail glass,"Cream, White Creme De Menthe, Baileys Irish Cream, ","Cream - 3/4 oz double , White Creme de Menthe - 3/4 oz , Baileys irish cream - 1 oz ,","If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",http://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,,,,,,['liqueurs']
270,Alcoholic,Mary Pickford,Cocktail glass,"Maraschino Cherry, Grenadine, Maraschino Liqueur, Pineapple Juice, Light Rum, ","Maraschino cherry - 1 , Grenadine - 1/2 tsp , Maraschino liqueur - 1/2 tsp , Pineapple juice - 1 oz , Light rum - 1 1/2 oz ,",Shake and strain into a chilled large cocktail glass,http://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,,,,,['rum'],['liqueurs']
271,Alcoholic,Monkey Wrench,Old-fashioned glass,"Bitters, Grapefruit Juice, Light Rum, ","Bitters - 1 dash , Grapefruit juice - 3 oz , Light rum - 1 1/2 oz ,",Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,http://www.thecocktaildb.com/images/media/drink/8it05n1504353314.jpg,,,,,['rum'],
272,Alcoholic,Negroni,Old-fashioned glass,"Sweet Vermouth, Campari, Gin, ","Sweet Vermouth - 1 oz , Campari - 1 oz , Gin - 1 oz ,","Stir into glass over ice, garnish and serve.",http://www.thecocktaildb.com/images/media/drink/tutwwv1439907127.jpg,,,,,"['gin', 'wine']",['liqueurs']
273,Alcoholic,New York Sour,Whiskey sour glass,"Cherry, Lemon, Red Wine, Sugar, Lemon, Blended Whiskey, ","Cherry, Lemon, Red wine -  (Claret)
, Sugar - 1 tsp , Lemon - Juice of 1/2 , Blended whiskey - 2 oz ,","Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",http://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,,,,,"['whiskey', 'wine']",
274,Alcoholic,Nutty Irishman,Highball Glass,"Milk, Frangelico, Baileys Irish Cream, ","Milk - 1 part , Frangelico - 1 part , Baileys irish cream - 1 part ,",Serve over ice,http://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,,,,,,['liqueurs']
275,Alcoholic,National Aquarium,Collins Glass,"Lemon-Lime Soda, Sour Mix, Blue Curacao, Gin, Vodka, Rum, ","Lemon-lime soda - 1 splash , Sour mix - 2 oz , Blue Curacao - 1/2 oz , Gin - 1/2 oz , Vodka - 1/2 oz , Rum - 1/2 oz ,",Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,"https://ik.imagekit.io/bhug69xts/tr:h-1200,w-1200/blue-motorcycle.png",,,,,"['beer', 'gin', 'rum', 'vodka']",
276,Alcoholic,New York Lemonade,Cocktail glass,"Club Soda, Lemon Juice, Grand Marnier, Absolut Citron, ","Club soda - 1 oz , Lemon juice - 2 oz sweetened , Grand Marnier - 1 oz , Absolut Citron - 2 oz ,",Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,http://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,,,,,['vodka'],['liqueurs']
277,Non alcoholic,Nuked Hot Chocolate,Coffee mug,"Milk, Vanilla Extract, Sugar, Cocoa Powder, ","Milk - 12 oz , Vanilla extract - 1/2 tsp , Sugar - 1 tsp , Cocoa powder - 2 tsp ,","Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",http://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,,,,,,
278,Alcoholic,Orgasm,Cocktail glass,"Light Cream, Vodka, Triple Sec, Amaretto, Creme De Cacao, ","Light cream - 1 oz , Vodka - 1/2 oz , Triple sec - 1/2 oz , Amaretto - 1/2 oz , Creme de Cacao - 1/2 oz white ,","Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",https://upload.wikimedia.org/wikipedia/commons/4/4f/Orgasm_%28cocktail%29.jpg,,,,,['vodka'],['liqueurs']
